transaction_date,value_date,description,reference,debit,credit,balance
2011-05-13,2011-05-13,Marketing expenses,REF72102304,214.7,0.0,18382.42
2011-05-15,2011-05-15,Professional services,REF48299334,178.2,0.0,18204.22
2011-05-15,2011-05-15,Service payment - Jackson-Wilcox,REF93961519,0.0,1274.05,19478.27
2011-05-15,2011-05-15,Business insurance premium,REF73676009,118.02,0.0,19360.25
2011-05-15,2011-05-15,Project payment - Gordon PLC,REF25701798,0.0,1214.98,20575.23
2011-05-15,2011-05-15,Service payment - Abbott-Harrison,REF74175909,0.0,1150.43,21725.66
2011-05-21,2011-05-21,Business travel,REF33263692,216.71,0.0,21508.95
2011-05-28,2011-05-28,Training/conference,REF50127991,82.46,0.0,21426.49
2011-05-31,2011-05-31,Equipment purchase,REF31742378,109.16,0.0,21317.33
2011-06-05,2011-06-05,Office supplies,REF81879616,64.39,0.0,21252.94
2011-06-06,2011-06-06,Office supplies,REF99859242,68.6,0.0,21184.34
2011-06-09,2011-06-09,Software subscription,REF24903211,135.39,0.0,21048.95
2011-06-10,2011-06-10,Professional services,REF46736897,262.02,0.0,20786.93
2011-06-11,2011-06-11,Professional services,REF22992035,152.86,0.0,20634.07
2011-06-11,2011-06-11,Marketing expenses,REF50373157,161.93,0.0,20472.14
2011-06-15,2011-06-15,Business insurance premium,REF20687586,112.98,0.0,20359.16
2011-06-15,2011-06-15,Project payment - Gordon PLC,REF63789779,0.0,924.07,21283.23
2011-06-15,2011-06-15,Invoice payment - Jackson-Wilcox,REF49499021,0.0,1395.14,22678.37
2011-06-16,2011-06-16,Marketing expenses,REF55399862,146.33,0.0,22532.04
2011-06-19,2011-06-19,Equipment purchase,REF83313121,94.33,0.0,22437.71
2011-06-20,2011-06-20,Office supplies,REF26169072,65.88,0.0,22371.83
2011-06-20,2011-06-20,Internet and phone service,REF53321650,57.29,0.0,22314.54
2011-06-23,2011-06-23,Training/conference,REF45365511,91.01,0.0,22223.53
2011-06-23,2011-06-23,Office supplies,REF14667953,33.15,0.0,22190.38
2011-06-27,2011-06-27,Training/conference,REF78614062,85.37,0.0,22105.01
2011-07-01,2011-07-01,Equipment purchase,REF37930744,60.3,0.0,22044.71
2011-07-04,2011-07-04,Business travel,REF38036234,225.92,0.0,21818.79
2011-07-05,2011-07-05,Business travel,REF83677512,146.24,0.0,21672.55
2011-07-08,2011-07-08,Marketing expenses,REF43034658,159.57,0.0,21512.98
2011-07-09,2011-07-09,Software subscription,REF76670417,107.1,0.0,21405.88
2011-07-10,2011-07-10,Office supplies,REF65686910,50.71,0.0,21355.17
2011-07-12,2011-07-12,Equipment purchase,REF52538035,93.01,0.0,21262.16
2011-07-15,2011-07-15,Service payment - Abbott-Harrison,REF45637993,0.0,1100.49,22362.65
2011-07-15,2011-07-15,Business insurance premium,REF28338186,91.67,0.0,22270.98
2011-07-15,2011-07-15,Payment from Gordon PLC,REF68561457,0.0,1186.92,23457.9
2011-07-18,2011-07-18,Business travel,REF25579206,173.19,0.0,23284.71
2011-07-27,2011-07-27,Marketing expenses,REF43034198,178.98,0.0,23105.73
2011-08-04,2011-08-04,Business travel,REF86391614,73.93,0.0,23031.8
2011-08-05,2011-08-05,Professional services,REF74550551,182.37,0.0,22849.43
2011-08-09,2011-08-09,Software subscription,REF31963138,122.33,0.0,22727.1
2011-08-10,2011-08-10,Training/conference,REF66074986,44.1,0.0,22683.0
2011-08-11,2011-08-11,Office supplies,REF18555135,38.11,0.0,22644.89
2011-08-11,2011-08-11,Training/conference,REF24392248,69.38,0.0,22575.51
2011-08-12,2011-08-12,Training/conference,REF46571716,68.31,0.0,22507.2
2011-08-12,2011-08-12,Business travel,REF46818308,123.15,0.0,22384.05
2011-08-14,2011-08-14,Internet and phone service,REF80192701,78.96,0.0,22305.09
2011-08-15,2011-08-15,Office supplies,REF68635750,51.05,0.0,22254.04
2011-08-15,2011-08-15,Invoice payment - Gordon PLC,REF54657481,0.0,999.88,23253.92
2011-08-15,2011-08-15,Payment from Abbott-Harrison,REF36877479,0.0,685.97,23939.89
2011-08-15,2011-08-15,Business insurance premium,REF21279464,79.31,0.0,23860.58
2011-08-15,2011-08-15,Service payment - Jackson-Wilcox,REF69995698,0.0,681.69,24542.27
2011-08-15,2011-08-15,Internet and phone service,REF32013775,65.99,0.0,24476.28
2011-08-16,2011-08-16,Office supplies,REF93408335,29.95,0.0,24446.33
2011-08-18,2011-08-18,Equipment purchase,REF95703132,66.45,0.0,24379.88
2011-08-23,2011-08-23,Business travel,REF56623558,69.03,0.0,24310.85
2011-08-24,2011-08-24,Office supplies,REF44020190,39.19,0.0,24271.66
2011-08-24,2011-08-24,Marketing expenses,REF14557119,171.92,0.0,24099.74
2011-09-03,2011-09-03,Business travel,REF85659213,100.91,0.0,23998.83
2011-09-03,2011-09-03,Equipment purchase,REF72473771,96.91,0.0,23901.92
2011-09-08,2011-09-08,Professional services,REF26044309,251.35,0.0,23650.57
2011-09-09,2011-09-09,Software subscription,REF15352520,144.0,0.0,23506.57
2011-09-10,2011-09-10,Business travel,REF33328842,158.07,0.0,23348.5
2011-09-11,2011-09-11,Equipment purchase,REF63835587,94.1,0.0,23254.4
2011-09-14,2011-09-14,Office supplies,REF64694294,80.36,0.0,23174.04
2011-09-15,2011-09-15,Business insurance premium,REF51438032,127.82,0.0,23046.22
2011-09-15,2011-09-15,Service payment - Jackson-Wilcox,REF11014161,0.0,955.95,24002.17
2011-09-15,2011-09-15,Project payment - Gordon PLC,REF44739210,0.0,1455.25,25457.42
2011-09-19,2011-09-19,Marketing expenses,REF78524165,252.27,0.0,25205.15
2011-09-29,2011-09-29,Professional services,REF27923919,254.14,0.0,24951.01
2011-10-02,2011-10-02,Office supplies,REF46465812,90.54,0.0,24860.47
2011-10-03,2011-10-03,Office supplies,REF32967036,44.59,0.0,24815.88
2011-10-03,2011-10-03,Equipment purchase,REF14000954,99.71,0.0,24716.17
2011-10-09,2011-10-09,Software subscription,REF93267197,188.62,0.0,24527.55
2011-10-15,2011-10-15,Project payment - Abbott-Harrison,REF59203147,0.0,1500.13,26027.68
2011-10-15,2011-10-15,Service payment - Jackson-Wilcox,REF97444811,0.0,1364.95,27392.63
2011-10-15,2011-10-15,Project payment - Gordon PLC,REF81496183,0.0,1585.49,28978.12
2011-10-15,2011-10-15,Business insurance premium,REF83818035,138.2,0.0,28839.92
2011-10-22,2011-10-22,Marketing expenses,REF84190361,239.75,0.0,28600.17
2011-10-28,2011-10-28,Office supplies,REF16450179,96.95,0.0,28503.22
2011-11-05,2011-11-05,Marketing expenses,REF46038199,167.79,0.0,28335.43
2011-11-07,2011-11-07,Business travel,REF57567952,154.67,0.0,28180.76
2011-11-09,2011-11-09,Software subscription,REF73879691,158.48,0.0,28022.28
2011-11-10,2011-11-10,Training/conference,REF19878319,94.55,0.0,27927.73
2011-11-11,2011-11-11,Equipment purchase,REF39257881,86.67,0.0,27841.06
2011-11-13,2011-11-13,Office supplies,REF32341122,74.77,0.0,27766.29
2011-11-14,2011-11-14,Training/conference,REF80366754,98.91,0.0,27667.38
2011-11-15,2011-11-15,Project payment - Gordon PLC,REF64440651,0.0,1424.95,29092.33
2011-11-15,2011-11-15,Invoice payment - Abbott-Harrison,REF93743488,0.0,905.11,29997.44
2011-11-15,2011-11-15,Business insurance premium,REF97037074,128.24,0.0,29869.2
2011-11-15,2011-11-15,Service payment - Jackson-Wilcox,REF40264712,0.0,1082.9,30952.1
2011-11-16,2011-11-16,Equipment purchase,REF84759864,117.77,0.0,30834.33
2011-12-02,2011-12-02,Internet and phone service,REF38607510,65.1,0.0,30769.23
2011-12-04,2011-12-04,Equipment purchase,REF81566978,71.56,0.0,30697.67
2011-12-06,2011-12-06,Professional services,REF68085014,344.46,0.0,30353.21
2011-12-09,2011-12-09,Software subscription,REF24719306,144.23,0.0,30208.98
2011-12-12,2011-12-12,Internet and phone service,REF92223994,79.79,0.0,30129.19
2011-12-15,2011-12-15,Business insurance premium,REF32512986,119.01,0.0,30010.18
2011-12-15,2011-12-15,Invoice payment - Gordon PLC,REF27712932,0.0,900.72,30910.9
2011-12-15,2011-12-15,Invoice payment - Jackson-Wilcox,REF40422033,0.0,881.21,31792.11
2011-12-15,2011-12-15,Invoice payment - Abbott-Harrison,REF36341935,0.0,763.8,32555.91
2011-12-17,2011-12-17,Office supplies,REF35331190,43.24,0.0,32512.67
2011-12-24,2011-12-24,Training/conference,REF74202900,93.46,0.0,32419.21
2011-12-29,2011-12-29,Training/conference,REF74031592,121.65,0.0,32297.56
2012-01-07,2012-01-07,Training/conference,REF68889158,43.36,0.0,32254.2
2012-01-08,2012-01-08,Internet and phone service,REF57013648,70.22,0.0,32183.98
2012-01-09,2012-01-09,Software subscription,REF10366741,119.0,0.0,32064.98
2012-01-10,2012-01-10,Business travel,REF94507286,98.04,0.0,31966.94
2012-01-12,2012-01-12,Office supplies,REF74397638,25.63,0.0,31941.31
2012-01-13,2012-01-13,Office supplies,REF65250568,43.42,0.0,31897.89
2012-01-14,2012-01-14,Professional services,REF32276545,210.98,0.0,31686.91
2012-01-14,2012-01-14,Office supplies,REF33195944,38.79,0.0,31648.12
2012-01-15,2012-01-15,Service payment - Abbott-Harrison,REF41163332,0.0,1001.7,32649.82
2012-01-15,2012-01-15,Business insurance premium,REF79552225,87.66,0.0,32562.16
2012-01-15,2012-01-15,Service payment - Gordon PLC,REF79706032,0.0,1078.26,33640.42
2012-01-15,2012-01-15,Office supplies,REF99981279,44.16,0.0,33596.26
2012-01-15,2012-01-15,Project payment - Jackson-Wilcox,REF63513793,0.0,1049.47,34645.73
2012-01-16,2012-01-16,Business travel,REF16860541,98.44,0.0,34547.29
2012-01-17,2012-01-17,Office supplies,REF92757882,47.93,0.0,34499.36
2012-01-19,2012-01-19,Training/conference,REF59371706,96.22,0.0,34403.14
2012-01-22,2012-01-22,Office supplies,REF16361907,42.98,0.0,34360.16
2012-01-26,2012-01-26,Office supplies,REF73386772,47.99,0.0,34312.17
2012-01-29,2012-01-29,Professional services,REF82711735,107.29,0.0,34204.88
2012-02-02,2012-02-02,Internet and phone service,REF90701714,78.63,0.0,34126.25
2012-02-03,2012-02-03,Marketing expenses,REF49603344,156.08,0.0,33970.17
2012-02-08,2012-02-08,Business travel,REF34509344,75.51,0.0,33894.66
2012-02-09,2012-02-09,Software subscription,REF95831873,121.15,0.0,33773.51
2012-02-13,2012-02-13,Office supplies,REF78685272,35.22,0.0,33738.29
2012-02-15,2012-02-15,Project payment - Gordon PLC,REF20387826,0.0,944.73,34683.02
2012-02-15,2012-02-15,Business insurance premium,REF75673829,105.36,0.0,34577.66
2012-02-15,2012-02-15,Project payment - Jackson-Wilcox,REF63300416,0.0,835.37,35413.03
2012-02-17,2012-02-17,Equipment purchase,REF69767795,44.07,0.0,35368.96
2012-02-21,2012-02-21,Professional services,REF66568007,346.8,0.0,35022.16
2012-03-01,2012-03-01,Training/conference,REF35521195,65.03,0.0,34957.13
2012-03-02,2012-03-02,Business travel,REF91014975,141.7,0.0,34815.43
2012-03-04,2012-03-04,Office supplies,REF74073204,30.55,0.0,34784.88
2012-03-09,2012-03-09,Software subscription,REF17064382,158.25,0.0,34626.63
2012-03-13,2012-03-13,Training/conference,REF33142390,122.17,0.0,34504.46
2012-03-15,2012-03-15,Business insurance premium,REF82693159,146.01,0.0,34358.45
2012-03-15,2012-03-15,Payment from Jackson-Wilcox,REF41361103,0.0,1548.24,35906.69
2012-03-15,2012-03-15,Invoice payment - Gordon PLC,REF92207225,0.0,1368.09,37274.78
2012-03-15,2012-03-15,Service payment - Abbott-Harrison,REF40542314,0.0,1517.19,38791.97
2012-03-24,2012-03-24,Marketing expenses,REF58255024,210.66,0.0,38581.31
2012-03-25,2012-03-25,Equipment purchase,REF93422692,90.55,0.0,38490.76
2012-03-25,2012-03-25,Training/conference,REF16750339,138.03,0.0,38352.73
2012-03-26,2012-03-26,Office supplies,REF88376066,60.12,0.0,38292.61
2012-03-27,2012-03-27,Office supplies,REF82862968,50.73,0.0,38241.88
2012-03-27,2012-03-27,Training/conference,REF98190301,118.54,0.0,38123.34
2012-03-31,2012-03-31,Office supplies,REF47820421,39.63,0.0,38083.71
2012-04-05,2012-04-05,Business travel,REF51235571,117.12,0.0,37966.59
2012-04-06,2012-04-06,Equipment purchase,REF85021222,146.7,0.0,37819.89
2012-04-07,2012-04-07,Equipment purchase,REF56290406,126.99,0.0,37692.9
2012-04-09,2012-04-09,Software subscription,REF27781574,129.41,0.0,37563.49
2012-04-15,2012-04-15,Business insurance premium,REF29173889,130.78,0.0,37432.71
2012-04-15,2012-04-15,Service payment - Jackson-Wilcox,REF23886348,0.0,1306.2,38738.91
2012-04-15,2012-04-15,Professional services,REF90826456,381.36,0.0,38357.55
2012-04-15,2012-04-15,Project payment - Gordon PLC,REF58576845,0.0,1411.35,39768.9
2012-04-15,2012-04-15,Invoice payment - Abbott-Harrison,REF13567773,0.0,1016.67,40785.57
2012-04-23,2012-04-23,Office supplies,REF46693337,35.91,0.0,40749.66
2012-04-26,2012-04-26,Office supplies,REF58555984,54.68,0.0,40694.98
2012-05-01,2012-05-01,Equipment purchase,REF37674824,71.87,0.0,40623.11
2012-05-02,2012-05-02,Office supplies,REF46123665,39.42,0.0,40583.69
2012-05-02,2012-05-02,Equipment purchase,REF48582295,79.39,0.0,40504.3
2012-05-08,2012-05-08,Internet and phone service,REF20795278,85.02,0.0,40419.28
2012-05-09,2012-05-09,Software subscription,REF76064398,157.25,0.0,40262.03
2012-05-10,2012-05-10,Professional services,REF67394852,227.21,0.0,40034.82
2012-05-13,2012-05-13,Training/conference,REF62548787,63.25,0.0,39971.57
2012-05-15,2012-05-15,Invoice payment - Abbott-Harrison,REF21222542,0.0,993.68,40965.25
2012-05-15,2012-05-15,Business insurance premium,REF16365545,114.28,0.0,40850.97
2012-05-15,2012-05-15,Equipment purchase,REF87004815,103.4,0.0,40747.57
2012-05-15,2012-05-15,Service payment - Jackson-Wilcox,REF70687809,0.0,1232.95,41980.52
2012-05-17,2012-05-17,Business travel,REF67896007,188.1,0.0,41792.42
2012-05-18,2012-05-18,Internet and phone service,REF13526150,40.68,0.0,41751.74
2012-05-20,2012-05-20,Professional services,REF25282434,251.2,0.0,41500.54
2012-05-26,2012-05-26,Office supplies,REF59296017,52.72,0.0,41447.82
2012-05-27,2012-05-27,Marketing expenses,REF95219997,155.38,0.0,41292.44
2012-05-28,2012-05-28,Equipment purchase,REF85166930,105.92,0.0,41186.52
2012-05-29,2012-05-29,Business travel,REF86845270,135.3,0.0,41051.22
2012-05-30,2012-05-30,Business travel,REF29355744,158.27,0.0,40892.95
2012-05-31,2012-05-31,Office supplies,REF87198361,41.37,0.0,40851.58
2012-06-01,2012-06-01,Professional services,REF34812930,184.78,0.0,40666.8
2012-06-09,2012-06-09,Software subscription,REF98597630,138.35,0.0,40528.45
2012-06-09,2012-06-09,Office supplies,REF11527324,35.15,0.0,40493.3
2012-06-15,2012-06-15,Marketing expenses,REF60041656,213.68,0.0,40279.62
2012-06-15,2012-06-15,Business insurance premium,REF55217684,109.25,0.0,40170.37
2012-06-15,2012-06-15,Project payment - Gordon PLC,REF89081857,0.0,1304.13,41474.5
2012-06-15,2012-06-15,Invoice payment - Abbott-Harrison,REF88560063,0.0,1189.3,42663.8
2012-06-15,2012-06-15,Business travel,REF26649661,101.0,0.0,42562.8
2012-06-19,2012-06-19,Office supplies,REF19309267,60.06,0.0,42502.74
2012-06-19,2012-06-19,Internet and phone service,REF98908695,59.73,0.0,42443.01
2012-06-21,2012-06-21,Office supplies,REF55068513,50.8,0.0,42392.21
2012-06-28,2012-06-28,Marketing expenses,REF60248830,249.6,0.0,42142.61
2012-06-28,2012-06-28,Office supplies,REF54963882,38.67,0.0,42103.94
2012-07-02,2012-07-02,Training/conference,REF98378497,57.16,0.0,42046.78
2012-07-05,2012-07-05,Business travel,REF56717396,122.28,0.0,41924.5
2012-07-08,2012-07-08,Internet and phone service,REF11382210,83.21,0.0,41841.29
2012-07-09,2012-07-09,Software subscription,REF82453991,115.96,0.0,41725.33
2012-07-10,2012-07-10,Business travel,REF43501501,71.37,0.0,41653.96
2012-07-11,2012-07-11,Professional services,REF75305329,170.66,0.0,41483.3
2012-07-15,2012-07-15,Payment from Gordon PLC,REF98064008,0.0,1159.99,42643.29
2012-07-15,2012-07-15,Invoice payment - Abbott-Harrison,REF91035307,0.0,1144.89,43788.18
2012-07-15,2012-07-15,Service payment - Jackson-Wilcox,REF65690104,0.0,803.01,44591.19
2012-07-15,2012-07-15,Business insurance premium,REF29246224,89.96,0.0,44501.23
2012-07-17,2012-07-17,Equipment purchase,REF41675289,73.19,0.0,44428.04
2012-07-19,2012-07-19,Training/conference,REF16849830,64.16,0.0,44363.88
2012-07-21,2012-07-21,Training/conference,REF74787922,39.55,0.0,44324.33
2012-07-21,2012-07-21,Office supplies,REF80346220,50.27,0.0,44274.06
2012-07-22,2012-07-22,Marketing expenses,REF90823978,114.61,0.0,44159.45
2012-07-28,2012-07-28,Office supplies,REF41629888,57.67,0.0,44101.78
2012-07-30,2012-07-30,Office supplies,REF84228189,24.08,0.0,44077.7
2012-08-04,2012-08-04,Equipment purchase,REF51409734,57.66,0.0,44020.04
2012-08-07,2012-08-07,Marketing expenses,REF37714584,110.52,0.0,43909.52
2012-08-08,2012-08-08,Office supplies,REF41162505,53.25,0.0,43856.27
2012-08-09,2012-08-09,Equipment purchase,REF81131149,56.66,0.0,43799.61
2012-08-09,2012-08-09,Software subscription,REF73723470,91.96,0.0,43707.65
2012-08-13,2012-08-13,Marketing expenses,REF33074141,178.14,0.0,43529.51
